Candidate Id,Location,Current Annual Salary,Current Salary Currency ,Current Salary Type,Expected Annual Salary,Expected Salary Currency,Total Experience in years,Current Industry,Current Fuction,Relocation Cities ,Notice Period in days,Current Job Title,Data Source
A11645,Delhi,6,INR,ANNUAL,6,INR,4,IT | Computer Software#IT | Information Technology and Services#IT | Outsourcing/Offshoring,"Customer Service, BPO#Engineering#Education",,30,senior software developer,DIRECT
A8603,Gurgaon,20,INR,ANNUAL,20,INR,12.16,IT | Information Technology and Services,"IT Software, Product Management, Project Management",,30,Practice Manager,INTERNAL DATABASE
A7480,Hyderabad,20,INR,ANNUAL,20,INR,9.49,IT | Information Technology and Services,Consulting#IT Software#Quality Assurance,,15,Staff Software Engineer,INTERNAL DATABASE
A11994,,14,,ANNUAL,14,INR,7,"Financial | Banking,IT | Computer Software","IT Software,Financial Services, Banking, Investments, Insurance  specific",,,Software Engineer,MONSTERDB
A7993,Hyderabad,7.5,,ANNUAL,7.5,INR,5.33,"Financial , Banking,IT , Computer Software","IT Software,Financial Services, Banking, Investments, Insurance - specific",,,,MONSTERDB
A10344,Thane,10,INR,ANNUAL,10,INR,10,Financial | Banking#Other#Public Sector | Nonprofit Organization Management,"Management#Other#Financial Services, Banking, Investments, Insurance - specific",,60,Environment Lead (Corporate Social Responsibility - My Environment) & Quality Analyst,INTERNAL DATABASE
A13972,Mysore,7.8,,ANNUAL,13,INR,6.5,IT | Information Technology and Services,IT Software#Project Management#Training,,90,SSE,INDEED
A9478,Gurgaon,15,INR,ANNUAL,15,INR,11,IT | Computer Software#IT | Information Technology and Services#Consumer | Wholesale,IT Software#Product Management#Project Management,,30,IT Project Manager,INTERNAL DATABASE
A9092,mumbai,9,INR,ANNUAL,9,INR,4,IT | Information Technology and Services#Professional Services | Market Research,Consulting#Marketing#Pre-sales / Technical Sales,,60,Bid Management Consultant,INTERNAL DATABASE
A10984,Pune,6.5,INR,ANNUAL,6.5,INR,3,"Ads, PR, Events | Public Relations and Communications#Financial | Insurance#Manufacturing | Chemicals",Public Relations#Advertising,,30,"Executive, Marketing Manager",INTERNAL DATABASE
A7465,Hyderabad,9.5,INR,ANNUAL,9.5,INR,7.09,IT | Information Technology and Services,Quality Assurance,,45,Sr. Automation Engineer,INTERNAL DATABASE
A7439,Siliguri,7,INR,ANNUAL,7,INR,1.51,"Medicine | Biotechnology, Entertainment, Media | Graphic Design, Financial | Business and financial operations",IT Software,,10,Associate Software Engineer,INTERNAL DATABASE
A9643,Delhi,5,INR,ANNUAL,5,INR,4,IT | Information Technology and Services#Other#IT | Internet,"Analytics, Business Intelligence#Business Development#Engineering",,60,DATA ANALYST,INTERNAL DATABASE
A8741,Pune,11,INR,ANNUAL,11,INR,9.06,IT | Computer Software,"Design, Creative, User Experience#IT Software#Customer Service, BPO",,15,Technical Subject Writer,DIRECT
A13146,Hyderabad,,,ANNUAL,,INR,3,"Financial | Banking,Transport | Aviation & Aerospace","Financial Services, Banking, Investments, Insurance  specific,Travel, Tours, Ticketing, Airlines  specific",,,Fresher,MONSTERDB
A13608,NCR,,,ANNUAL,,,10,"Internet,Ecommerce",,,,Senior Manager Design,INDEED.COM
A12841,Gurgaon,,,ANNUAL,,,,Education | Education Management,,,,,LINKEDIN
A9630,Mumbai,10,INR,ANNUAL,10,INR,5.4,Consumer | Consumer Electronics#Consumer | Consumer Services,"Program Management#Other#Customer Service, BPO",,30,Product Specialist,INTERNAL DATABASE
A12075,Hyderabad,4,,ANNUAL,4,INR,1.75,"ITSoftware,Software Services",,,,System Engineer,INDEED.COM
A12244,Hyderabad,5.5,INR,ANNUAL,5.5,INR,2.8,IT | Computer Software,IT Software,,15,Software Engineer,INDEED.COM
A9510,Mumbai,8,INR,ANNUAL,8,INR,20,Financial | Financial Services,"Accounting, Auditing#Analytics, Business Intelligence#Finance, Accounts",,30,"Income Tax Returns,Finance Head",INTERNAL DATABASE
A8996,Chennai,18,INR,ANNUAL,18,INR,3.5,Consumer | Apparel & Fashion,Business Development#Marketing#Management,,15,Chief Operational Head,INDEED.COM
A8115,Bengaluru/Bangalore,38,INR,ANNUAL,38,INR,12.25,IT | Information Technology and Services,"Finance, Accounts",,60,Manager - FP&A,INTERNAL DATABASE
A10124,Lucknow,7.5,INR,ANNUAL,7.5,INR,9.5,Education | Education Management#IT | Computer Software#IT | Information Technology and Services,"Analytics, Business Intelligence#Education#Engineering",,30,Coordinator of Department for Software Development,INTERNAL DATABASE
A10349,Mumbai,3,INR,ANNUAL,3,INR,0,IT | Internet#IT | Information Technology and Services#IT | Computer Networking,IT Software,,15,Not employed,INTERNAL DATABASE
A9747,Hyderabad,,,ANNUAL,,INR,6,IT | Computer Software,IT Software,,,Programmer,MONSTER
A14329,Mumbai,12,INR,ANNUAL,16.5,INR,3.4,Transport | Logistics and Supply Chain,Engineering,,0,Software Developer,LINKEDIN
A7486,"Hyderabad , Secunderabad",7.8,,ANNUAL,7.8,INR,6.59,"IT , Computer Software,Energy and Utilities , Telecommunications","Telecom, ISP,IT Software",,,,MONSTERDB
A7903,Hyderabad,7.5,,ANNUAL,7.5,INR,7.28,"IT , Computer Software","IT Software,Sales",,,,MONSTERDB
A9512,Mumbai,9,INR,ANNUAL,9,INR,7,"Consumer | Luxury Goods & Jewelry#Entertainment, Media | Animation#Entertainment, Media | Broadcast Media","Business Development#Marketing#TV, Films, Production, Broadcasting - specific",,30,"Senior Executive- Special Projects & Events,Online Marketing Executive,Advertising Sales Executive,...more",INTERNAL DATABASE
A8791,Chandigarh,,,ANNUAL,,,,IT | Information Technology and Services,,,,web developer,LINKEDIN
A8501,Gurgaon,13,INR,ANNUAL,13,INR,4.48,"IT | Information Technology and Services, Financial | Business and financial operations, Education | Professional Training & Coaching","IT Software, Quality Assurance, Project Management",,60,Manager - Lean Digital transformation,INTERNAL DATABASE
A10647,Pune,3,INR,ANNUAL,3,INR,0,Manufacturing | Mechanical or Industrial Engineering#Manufacturing | Production#Manufacturing | Tyres,Manufacturing,,15,Service advisor,INTERNAL DATABASE
A11560,Chennai,7,INR,ANNUAL,7,INR,2.2,IT | Computer Software#IT | Information Services#IT | Information Technology and Services,IT Software,,60,Programmer analyst,DIRECT
A8729,Bengaluru,12,INR,ANNUAL,12,INR,8.09,Energy and Utilities | Oil & Energy,Manufacturing,,60,Procurement Operations Specialist,INTERNAL DATABASE
A12928,Ahmedabad,,,ANNUAL,5,INR,1.5,IT | Computer Software#IT | Information Technology and Services,"Design, Creative, User Experience#IT Software",,30,Full Stack Developer,LINKEDIN
A12623,Hyderabad,,,ANNUAL,6.8,INR,4.33,"ITSoftware,Software Services",,,,Software Engineering Analyst,INDEED.COM
A14362,Bangalore,2.4,INR,ANNUAL,4,INR,2,IT | Computer Software#IT | Information Services#IT | Information Technology and Services,IT Software,,15,Front End Developer,DIRECT
A10869,Bengaluru,,,ANNUAL,,INR,3,IT | Computer Software,IT Software,,,Programmer,MONSTER
A13652,NCR,,,ANNUAL,5,INR,9,"Banking,Financial Services,Broking",,,,Subject Matter Expert,INDEED.COM
A11626,Bangalore,6,INR,ANNUAL,6,INR,2.2,IT | Computer Software#IT | Information Services#IT | Computer Networking,IT Software,,15,Java developer,DIRECT
A11433,Noida,8.5,INR,ANNUAL,8.5,INR,2.1,IT | Information Technology and Services#Other,Pre-sales / Technical Sales#Marketing#Research,,15,Intern,INTERNAL DATABASE
A9575,Mumbai,610,INR,ANNUAL,610,INR,5,Financial | Banking#Financial | Financial Services,"Finance, Accounts#Accounting, Auditing",,90,Credit card manager,INTERNAL DATABASE
A8831,Vijayawada,,,ANNUAL,,,,IT | Computer Software,,,,PHP Developer,LINKEDIN
A11343,Gurgaon,9,,ANNUAL,9,INR,9,"IT | Internet,Leisure | Leisure, Travel & Tourism","IT Software,Travel, Tours, Ticketing, Airlines  specific",,,,MONSTERDB
A7914,Hyderabad,5.6,,ANNUAL,5.6,INR,5.32,"Financial , Banking","IT Software,Financial Services, Banking, Investments, Insurance - specific",,,Software Test Engineer,MONSTERDB
A14078,Chandigarh,,,ANNUAL,6,INR,0,"IT | Computer Software#Entertainment, Media | Computer Games#Other","IT Software#Engineering#Analytics, Business Intelligence",,30,,DIRECT
A11507,Bengaluru,6,,ANNUAL,6,INR,3,"ITSoftware,Software Services",,,,Engineer-I,INDEED.COM
A11554,NCR,6.05,,ANNUAL,6.05,INR,1.83,"ITSoftware,Software Services",,,,Software Engineer,INDEED.COM
A11034,Anywhere in east,4.2,,ANNUAL,4.2,INR,3.83,"ITSoftware,Software Services",IT Software,,,Devops Engineer,INDEED.COM
A13289,Noida,,,ANNUAL,11,INR,12,IT | Computer Software,IT Software,,,Project Leader,MONSTER
A13367,NCR,,,ANNUAL,19,INR,12,"ITSoftware,Software Services",,,,Team Lead,INDEED.COM
A13685,Kalyan-Dombivali,,,ANNUAL,,,,IT | Information Technology and Services,,,,Software Engineer,LINKEDIN
A12847,Anywhere in south,,,ANNUAL,3.75,INR,1.42,"ITSoftware,Software Services",,,,Assistant System Engineer,INDEED.COM
A8413,Chennai,2.5,INR,ANNUAL,2.5,INR,2.7,IT | Outsourcing/Offshoring,Learning Operation Administration,,10,Process Associate,INTERNAL DATABASE
A10432,Mumbai,8,INR,ANNUAL,8,INR,6,"Construction | Engineering, Procurement, Construction#Energy and Utilities | Oil & Energy",Project Management#Oil & Gas - specific#Engineering,,30,Project engineer Area In Charge,INTERNAL DATABASE
A13381,Mumbai,,,ANNUAL,9.5,INR,9,"Shipping,Marine",,,,Shipping Executive,INDEED.COM
A7706,Chennai,24,INR,ANNUAL,24,INR,19.34,"IT | Computer & Network Security, IT | Information Technology and Services, Professional Services | Management Consulting","Project Sales, Strategy, Planning, Analytics, Business Intelligence",,10,Startup consultant and coach,INTERNAL DATABASE
A8049,Hyderabad,6.7,,ANNUAL,6.7,INR,4.37,"IT , Computer Software","IT Software,Financial Services, Banking, Investments, Insurance - specific",,,,MONSTERDB
A11054,Bengaluru,,,ANNUAL,,INR,2.09,"IT | Information Technology and Services,IT | Computer Software",IT Software,,,Programmer,MONSTER
A14032,Hyderabad,3,INR,ANNUAL,3,INR,2,IT | Computer Software,"Self Employed, Entrepreneur, Independent Consultant",,0,Associate Software Engineer,JOBWEBKENYA
A7795,Hyderabad,5.4,,ANNUAL,5.4,INR,7.31,"Financial , Banking,IT , Computer Software","IT Software,Financial Services, Banking, Investments, Insurance - specific",,,"Fresher, Fresher",MONSTERDB
A11815,Bengaluru,,,ANNUAL,,INR,2.42,"ITSoftware,Software Services",,,,Java Developer,INDEED.COM
A13051,Hyderabad,,,ANNUAL,3.6,INR,3.02,IT | Computer Software,IT Software,,,Software Engineer,MONSTER
A12479,Bangalore,7,INR,ANNUAL,7,INR,3,IT | Computer Software,IT Software#Engineering,,30,software engineer,DIRECT
A13473,Bathinda,2.4,,ANNUAL,5,INR,1.2,"Construction | Engineering, Procurement, Construction",Engineering,,30,planning engineer,LINKEDIN
A9520,mumbai,3,INR,ANNUAL,3,INR,1,Education | Professional Training & Coaching#Manufacturing | Mechanical or Industrial Engineering,Engineering#Manufacturing,,15,site engineer,INTERNAL DATABASE
A7645,Bengaluru/Bangalore,13,INR,ANNUAL,13,INR,11.4,Public Sector | Defense & Space,"Project Management, Administrative, Telecom, ISP",,30,IC PROJECT COMMUNICATOIN,INTERNAL DATABASE
A7819,Hyderabad,11.8,,ANNUAL,11.8,INR,8.3,"Financial , Insurance","IT Software,Financial Services, Banking, Investments, Insurance - specific",,,Software Test Engineer,MONSTERDB
A10217,Mumbai,3,INR,ANNUAL,3,INR,0,Financial | Business and financial operations#Professional Services | Management Consulting#IT | Computer & Network Security,"Business Development#Management#Supply Chain, Logistics",,15,Fresher,INTERNAL DATABASE
A13206,Hyderabad,,,ANNUAL,,INR,3.03,"Financial | Banking,IT | Computer Software","IT Software,Financial Services, Banking, Investments, Insurance  specific",,,Compliance & Control,MONSTERDB
A10421,Bangalore,14,INR,ANNUAL,14,INR,7,IT | Computer Software#IT | Information Services#IT | Information Technology and Services,IT Software#Product Management#Project Management,,30,senior Quality Assurance engineer,INDEED
A9741,Hyderabad,11,INR,ANNUAL,11,INR,1.9,IT | Computer Software#IT | Information Technology and Services,Engineering#IT Software,,30,Software Engineer,INDEED.COM
A8775,Hyderabad,45,INR,ANNUAL,45,INR,24.04,Leisure | Hospitality#Manufacturing | Chemicals#Manufacturing | Production,"Analytics, Business Intelligence#Finance, Accounts#Strategy, Planning",,15,Asia   Finance Controller,INTERNAL DATABASE
A14258,Bangalore,2.4,INR,ANNUAL,3,INR,1.6,IT | Computer Software,IT Software,,15,Web Developer,REFERALL 1
A13567,Lucknow,,,ANNUAL,,,,Manufacturing | Mechanical or Industrial Engineering,,,,,LINKEDIN
A14165,Mumbai,,,ANNUAL,4.2,INR,3.08,"IT | Computer Software,Other",IT Software,,,Fresher,MONSTERDB
A14242,Delhi,4.6,INR,ANNUAL,8,INR,2,IT | Computer Software,Engineering#IT Software,,60,Software Engineer,DIRECT
A13886,Adalaj,3,,ANNUAL,4,INR,3,"Agriculture, Dairy | Agriculture#Agriculture, Dairy | Farming#Agriculture, Dairy | Fertilizer Pesticides","Architecture, Interior Design#Consulting",,30,fasdfsdfas,DIRECT
A8617,Chandigarh,50,INR,ANNUAL,50,INR,16.16,"Transport | Automotive, Professional Services | Management Consulting, IT | Information Technology and Services","Engineering, Strategy, Planning, Business Development",,30,SENIOR LEAD CONSULTANT,INTERNAL DATABASE
A10640,Jodhpur,6,INR,ANNUAL,6,INR,9.5,Energy and Utilities | Renewables & Environment#Energy and Utilities | Oil & Energy#Energy and Utilities | Solar / Solectric Solutions,Engineering#Business Development#Project Management,,15,"Planning Engineer,Engineer,Senior Engineer,...more",INTERNAL DATABASE
A8561,Mumbai,30,INR,ANNUAL,30,INR,12.17,"Financial | Capital Markets, IT | Information Technology and Services","Project Management, Strategy, Planning, Finance, Accounts",,90,DGM Special Projects and EA to the CEO,INTERNAL DATABASE
A9020,Delhi,40,INR,ANNUAL,40,INR,14,IT | Outsourcing/Offshoring,"Customer Service, BPO#Management#Supply Chain, Logistics",,60,"Service Delivery Manager - Operations,Group Team Leader - Business Analysis & Planning,Team Lead,...more",INTERNAL DATABASE
A13573,India,,,ANNUAL,,,,IT | Information Technology and Services,,,,,LINKEDIN
A11287,Nellore,6.5,INR,ANNUAL,6.5,INR,6,"Construction | Architecture & Planning#Construction | Engineering, Procurement, Construction#Construction | Construction",Administrative#Management#Project Management,,15,Sr Project Engineer,INTERNAL DATABASE
A11965,"Morinda, India",,,ANNUAL,,INR,9,"Financial | Banking,IT | Computer Software","IT Software,Marketing",,,Team Leader,MONSTERDB
A9457,Panipat,5.5,INR,ANNUAL,5.5,INR,9,"Construction | Engineering, Procurement, Construction#Construction | Iron and Steel#Manufacturing | Mechanical or Industrial Engineering","Purchasing#Supply Chain, Logistics#Strategy, Planning",,15,Purchase Manager,INTERNAL DATABASE
A10097,Patna,2.2,INR,ANNUAL,2.2,INR,4,IT | Computer Hardware#IT | Computer Networking#IT | Information Technology and Services,"Engineering#IT Hardware#Customer Service, BPO",,15,"IT Support Engineer,Technical Support Engineer",INTERNAL DATABASE
A12465,Hyderabad,9,INR,ANNUAL,9,INR,2.1,IT | Computer Software#IT | Information Services#IT | Information Technology and Services,IT Software,,60,Software Developer,DIRECT
A11764,Bengaluru,2.65,,ANNUAL,2.65,INR,2.25,"ITSoftware,Software Services",,,,Software Engineer,INDEED.COM
A10350,Hyderabad,9,INR,ANNUAL,9,INR,3,Financial | Business and financial operations#Financial | Financial Services#Financial | Investment Banking,"Consulting#Analytics, Business Intelligence#Financial Services, Banking, Investments, Insurance - specific",,60,Senior Accountant,INTERNAL DATABASE
A7664,Chennai,60,USD,ANNUAL,60,USD,6.38,"Medicine | Medical Devices, Transport | Automotive, Nuclear Decontamination","Project Design, Quality Assurance, Project Management",,45,Senior Quality Engineer,INTERNAL DATABASE
A11819,NCR,3.85,,ANNUAL,3.85,INR,1.5,"ITSoftware,Software Services",,,,Assistant System Engineer,INDEED.COM
A14250,Pune,1,INR,ANNUAL,3,INR,1.8,IT | Computer Software#IT | Information Services#IT | Information Technology and Services,IT Software#Production,,30,Software Engineer,DIRECT
A12240,Bangalore,6,INR,ANNUAL,6,INR,2,IT | Information Technology and Services#IT | Computer Software#IT | Information Services,"Design, Creative, User Experience#IT Software#Business Development",,90,System Engineer,INDEED.COM
A8264,"Hyderabad, Secunderabad",12,,ANNUAL,12,INR,12.21,"Software Services, Internet,Dot com,ISP",IT Software  Software Products & Services,"Hyderabad, Secunderabad",,"Sr. UI,UX Designer",TIMES JOBS
A12544,Noida,8.4,,ANNUAL,9.84,INR,3,Professional Services | Market Research#Professional Services | Management Consulting#Energy and Utilities | Telecommunications,"Analytics, Business Intelligence#Consulting#Research",,60,Consultant,INDEED.COM
A8669,Mumbai,20,INR,ANNUAL,20,INR,25.13,"Ads, PR, Events | Marketing and Advertising, Entertainment, Media | Broadcast Media, Entertainment, Media | Media Production","Marketing, TV, Films, Production, Broadcasting - specific, Advertising",,30,Director,INTERNAL DATABASE
A13738,Hyderabad,0,,ANNUAL,3.72,INR,2,IT | Computer Software#IT | Information Services#IT | Information Technology and Services,Electrical Solutions Design / Consulting#Engineering#IT Software,,15,Senior system engineer,LINKEDIN
A13863,Hyderabad,3,,ANNUAL,5,INR,0.5,IT | Computer Software#IT | Computer & Network Security,Engineering#IT Software,,90,System Engineer,DIRECT
A14147,Hyderabad,15,INR,ANNUAL,19,INR,11,IT | Computer Software,IT Software,,90,Sr UI and UX Developer,DIRECT
A13781,Noida,,,ANNUAL,,,,IT | Information Technology and Services,,,,Associate Technology L2,LINKEDIN
A12786,Hyderabad,,,ANNUAL,6.25,INR,4.01,IT | Computer Software,"IT Software,Other",,,Software Engineer,MONSTER
A14302,Jaipur,5.7,INR,ANNUAL,9,INR,3.5,IT | Information Technology and Services#IT | Computer Software,IT Software,,30,Frontend Developer,DIRECT
A13646,NCR,,,ANNUAL,,,10,Insurance,,,,Team Leader Operations,INDEED.COM
A7945,Hyderabad,8,,ANNUAL,8,INR,5.32,"Financial , Banking,IT , Computer Software","IT Software,Financial Services, Banking, Investments, Insurance - specific",,,"Team Leader, Technical Leader",MONSTERDB
A13364,Gurgaon,,,ANNUAL,50,INR,7.06,IT | Computer Software,"IT Software,Education",,,,MONSTER
A7627,Bengaluru/Bangalore,10.5,INR,ANNUAL,10.5,INR,6.45,IT | Computer Software,Quality Assurance,,30,Software engineer,INTERNAL DATABASE
A7597,Hyderabad,6,INR,ANNUAL,6,INR,5.47,Financial | Financial Services,Quality Assurance,,60,QA Analyst II,INTERNAL DATABASE
A8345,"Hyderabad, Secunderabad",6.5,,ANNUAL,6.5,INR,9.21,"Software Services, Internet,Dot com,ISP, IT-Software",IT Software  Software Products & Services,"Hyderabad, Secunderabad",,Associate,TIMES JOBS
A10600,Palakkad,50,INR,ANNUAL,50,INR,4,Construction | Construction#Construction | Mining & Metals#Manufacturing | Business Supplies and Equipment,Engineering#Production#Project Management,,15,Engineer mechanical,INTERNAL DATABASE
A11284,Bhopal,,,ANNUAL,,INR,4.05,"IT | Computer Software,IT | Internet","IT Software,Sales",,,ERP,MONSTERDB
A11971,Chennai,14.5,,ANNUAL,14.5,INR,10,"Financial | Banking,IT | Computer Software","IT Software,Financial Services, Banking, Investments, Insurance  specific",,,Team Leader,MONSTERDB
A13696,Hyderabad,,,ANNUAL,,,,IT | Information Technology and Services,,,,Java Developer,LINKEDIN
A12123,Anywhere in south,2,,ANNUAL,2,INR,2,"ITSoftware,Software Services",IT Software,,,Associate Java Developer,INDEED.COM
A8120,Hyderabad,4,INR,ANNUAL,4,INR,3.25,"java, hibernate, html","java, xslt, css",,30,software engineer,MONSTER
A12836,Mumbai,7,,ANNUAL,10,INR,6,Professional Services | Management Consulting#Public Sector | Program Development#Public Sector | Government Administration,"Strategy, Planning#Program Management#Consulting",,60,Assistant Director,RECOMMENDED
A14045,Hyderabad,6,INR,ANNUAL,8.7,INR,2.5,IT | Computer Software#IT | Information Technology and Services,IT Software,,0,Software Engineer,DIRECT
A8695,Pune,12,INR,ANNUAL,12,INR,5.12,Energy and Utilities | Telecommunications,IT Software,,45,Software Support Engineer,INTERNAL DATABASE
A10757,Raipur,6,INR,ANNUAL,6,INR,5,Energy and Utilities | Power,Engineering,,30,ENGINEER,INTERNAL DATABASE
A13426,Delhi,,,ANNUAL,,INR,7,"Ads, PR, Events | Marketing and Advertising",Advertising,,,Graphic Designer,MONSTERDB
A8902,Nagpur,5,INR,ANNUAL,5,INR,3.51,IT | Information Technology and Services,Project Design#Quality Assurance,,15,Front end developer,INDEED.COM
A11206,Bangalore,6,INR,ANNUAL,6,INR,2,IT | Computer Software,IT Software,,15,"Programmer, Team Leader, Technical Leader",MONSTER
A9969,Mumbai,20,INR,ANNUAL,20,INR,10,IT | Information Technology and Services#IT | Outsourcing/Offshoring#IT | Information Services,"Financial Services, Banking, Investments, Insurance - specific#Project Management#Strategy, Planning",,90,Manager,INTERNAL DATABASE
A9905,Noida,7,INR,ANNUAL,7,INR,2.5,Professional Services | Research#Education | Education Management,"Analytics, Business Intelligence#Education",,15,"Mentor-Analytics, Analyst,Mentor- Data Analysis,Online executive trainee,...more",INTERNAL DATABASE
A7894,Hyderabad,15,INR,ANNUAL,15,INR,7.28,"Financial | Banking, Education | E-Learning, IT | Information Technology and Services","Financial Services, Banking, Investments, Insurance - specific, IT Software, Education",,30,Sr QA,MONSTERDB
A13356,New Delhi,16,,ANNUAL,22,INR,11,IT | Computer Software,Consulting#IT Software#Management,,0,Technical Lead,INDEED.COM
A7475,Hyderabad,7,INR,ANNUAL,7,INR,4.29,"Ads, PR, Events | Marketing and Advertising, Entertainment, Media | Online Media, Financial | Banking","Performance testing using Jmeter, API testing using Soap UI, Manual testing and test automation using selenium",,30,Software Test Engineer,INTERNAL DATABASE
A7405,New Delhi,21,INR,ANNUAL,21,INR,12.69,"IT | Computer Software, IT | Information Technology and Services",IT Software,,10,IT Head,INTERNAL DATABASE
A10288,Gurgaon,6.5,INR,ANNUAL,6.5,INR,2.5,IT | Information Technology and Services#Consumer | Retail,"Analytics, Business Intelligence#IT Software#Strategy, Planning",,90,Assistant System Engineer,INTERNAL DATABASE
A12001,Noida,13,,ANNUAL,13,INR,8.07,IT | Computer Software,IT Software,,,Software Engineer,MONSTERDB
A12328,Indore,4.05,,ANNUAL,4.05,INR,1.42,"ITSoftware,Software Services",IT Software,,,Java Developer,INDEED.COM
A8422,Bengaluru/Bangalore,12,INR,ANNUAL,12,INR,4.69,"IT | Information Technology and Services, Energy and Utilities | Telecommunications, Ads, PR, Events | Marketing and Advertising","Analytics, Business Intelligence, Telecom, ISP",,90,Senior Business Analyst,INTERNAL DATABASE
A11222,Bengaluru,4.5,,ANNUAL,4.5,INR,3,IT | Computer Software,IT Software,,,Software Engineer,MONSTER
A12279,Kolkata,7.5,INR,ANNUAL,7.5,INR,3,IT | Information Technology and Services,IT Software,,90,System engineer,DIRECT
A8437,New Delhi,6.25,INR,ANNUAL,6.25,INR,6.19,mutual fund,Project Management,,60,Process Specialist,INTERNAL DATABASE
A10636,Hyderabad,6,INR,ANNUAL,6,INR,6,Energy and Utilities | Power,Project Management#Production#Management,,30,,INTERNAL DATABASE
A10693,Anywhere in south,5.05,,ANNUAL,5.05,INR,3.92,"ITSoftware,Software Services",,,,Lead Engineer,INDEED.COM
A11100,Bengaluru,5.65,,ANNUAL,5.65,INR,1,"ITSoftware,Software Services",,,,Software Developer,INDEED.COM
A14335,Mumbai,8.5,INR,ANNUAL,9.5,INR,4,"Education | E-Learning#Leisure | Recreational Facilities and Services#Ads, PR, Events | Events Services",Engineering,,0,web developer,LINKEDIN
A13486,New Delhi,,,ANNUAL,,,,Manufacturing | Mechanical or Industrial Engineering,,,,Mechanical Design Engineer,LINKEDIN
A7385,Visakhapatnam,6.2,INR,ANNUAL,6.2,INR,6.19,Energy and Utilities | Renewables & Environment,Other,,45,O&M Engineer,INTERNAL DATABASE
A7736,Hyderabad,3,INR,ANNUAL,3,INR,1.28,rock well industry,maintance,,10,no,LINKEDIN
A9798,Delhi,28,INR,ANNUAL,28,INR,14,IT | Information Technology and Services#IT | Computer Software#IT | Information Services,IT Software#Program Management#Project Management,,30,Program manager,INTERNAL DATABASE
A13320,Noida,,,ANNUAL,11.2,INR,7.08,IT | Computer Software,IT Software,,,Software Engineer,MONSTER
A11303,Chennai,,,ANNUAL,,INR,2.06,"IT | Internet,Consumer | Consumer Goods","Export, Import",,,"Mgr, Logistics - Co-ordinator",MONSTERDB
A8798,Hyderabad,,,ANNUAL,,,,IT | Information Technology and Services,,,,Web Developer& Designer,LINKEDIN
A10681,Patna,12.5,INR,ANNUAL,12.5,INR,4,"Agriculture, Dairy | Agriculture#Professional Services | Management Consulting#Transport | Airlines/Aviation",Business Development#Engineering#Management,,90,Operations Agent,INTERNAL DATABASE
A9971,Delhi,22,INR,ANNUAL,22,INR,16,IT | Information Services#IT | Computer Software#IT | Information Technology and Services,"Customer Service, BPO#IT Software#Project Management",,30,Project manager,INTERNAL DATABASE
A10803,Mumbai,14,INR,ANNUAL,14,INR,20,Professional Services | Management Consulting#Professional Services | Human Resources#Financial | Business and financial operations,Consulting#Project Management#Management,,60,Operations Delivery Lead,INTERNAL DATABASE
A9786,Noida,8,INR,ANNUAL,8,INR,15,IT | Information Technology and Services#IT | Computer Software#IT | Computer Networking,IT Software#IT Hardware#Other,,15,Assistant Manager IT,INTERNAL DATABASE
A8776,Hyderabad TS,3,INR,ANNUAL,3,INR,2.64,IT | Computer Software,IT Software#Project Design,,60,software developer,INDEED.COM
A11715,Bengaluru,5.6,,ANNUAL,5.6,INR,2.5,"ITSoftware,Software Services",,,,Senior Software Engineer,INDEED.COM
A10182,Kolkata,25,INR,ANNUAL,25,INR,11,IT | Information Technology and Services#Consumer | Retail#Financial | Capital Markets,Project Management#IT Software#Management,,30,Associate Consultant,INTERNAL DATABASE
A10295,Delhi,9.5,INR,ANNUAL,9.5,INR,6,IT | Information Technology and Services#Medicine | Pharmaceuticals#IT | Information Services,"Analytics, Business Intelligence#Consulting#Telecom, ISP",,60,"Software Engineer, BI,Software Engineer, SQL",INTERNAL DATABASE
A12530,Kolkata,2.4,INR,ANNUAL,2.4,INR,0.9,IT | Information Technology and Services#IT | Computer Software#IT | Information Services,"Design, Creative, User Experience#IT Software#Project Design",,30,ANDROID DEVELOPER,LINKEDIN
A12102,Bangalore,5,INR,ANNUAL,5,INR,2,IT | Computer Software,IT Software,,30,Associate Software Developer,INDEED.COM
A11524,Ahmadnagar,2.6,,ANNUAL,2.6,INR,2,"ITSoftware,Software Services",IT Software,,,Java Developer And UI Developer,INDEED.COM
A10110,chennai,28,INR,ANNUAL,28,INR,10,IT | Information Technology and Services#IT | Internet#IT | Computer Software,Project Management#IT Software#Program Management,,30,Engineering Manager,INTERNAL DATABASE
A10494,Delhi,12,INR,ANNUAL,12,INR,9.3,IT | Information Technology and Services#Professional Services | Management Consulting#Consumer | Retail,Project Management,,60,"SR. Analyst,Customer Service Representative",INTERNAL DATABASE
A13616,Hyderabad,,,ANNUAL,3.35,INR,3.09,"IT | Computer Software,Other",IT Software,,,Software Engineer,MONSTER
A13799,Mumbai,,,ANNUAL,,,,Financial | Financial Services,,,,Application Developer,LINKEDIN
A13695,India,,,ANNUAL,,,,IT | Information Technology and Services,,,,Application Development Analyst,LINKEDIN
A12930,Bengaluru,7,,ANNUAL,14,INR,1,IT | Computer Software#IT | Information Services#IT | Information Technology and Services,Engineering#IT Software#Research,,60,Software Engineer,DIRECT
